"","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Middle.East...North.Africa..IDA...IBRD.countries."," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","29.70265","30.30084","30.59841","33.18207","32.16348","39.10409","49.51767","46.88218","48.49639","46.27124","41.55653","44.55664","38.94279","33.09025","36.66811","35.64530","33.81144","31.45672","27.44057","27.21652","28.39055","29.24429","50.76684","29.98494","29.05848","29.04649","31.48922","33.97832","34.85677","35.28110","31.95691","36.32689","40.80820","37.34182","39.64320","39.39765","41.79849","44.71483","45.88101","45.71156","46.96391","40.25757","42.29580","43.23358","42.88729","41.78166","39.14926","33.21193","32.49178","34.84594","36.75705","35.40239","31.17727","36.11278","40.57604","36.85216"
"Tonga"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 8.772184"," 9.229092"," 9.857764","11.945756","13.149195","12.537789","11.197681","10.654813","13.440104","14.021117","12.564246","12.327854","10.829325","10.810681","12.699219","11.708663"," 9.991132","10.926550","10.053738","17.749518","18.714560","18.900265","16.708084","16.399097","17.108329","18.105475","18.417469","17.687554","17.067809","16.560367","16.664731","15.323952","15.701299","15.511320","16.773716","18.042499","19.087575","18.866229","15.895220","16.128192","15.547210","15.972371","16.421223","15.338753","15.668747","15.097795","17.898008","15.545220"," 0.000000"
"South.Asia..IDA...IBRD.","18.93613","19.39569","20.11586","20.23711","19.90020","20.40492","19.73224","18.42233","19.04748","19.85890","20.12752","20.74340","20.91614","20.55643","21.56066","21.22441","23.24026","23.54173","23.89507","24.60219","24.58253","24.81873","24.85728","25.14878","25.46909","25.35743","25.60753","25.63142","25.60131","26.15046","26.23870","25.40604","25.74145","25.76281","26.54607","27.14291","26.53586","26.49889","26.23598","25.65287","25.27009","24.78560","25.68340","25.60828","27.17957","27.72010","28.94666","29.09225","29.25603","29.33687","29.18165","28.70728","28.18153","27.31494","26.76092","26.34968","26.01769","25.98698","26.02350","24.87973","25.26665","26.40030","25.68465","25.46290"
"Sub.Saharan.Africa..IDA...IBRD.countries."," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","33.86630","30.50247","29.81837","27.52949","26.71094","28.25704","28.73300","28.33155","28.71971","29.17947","28.56205","29.99715","28.78867","29.12872","30.91965","31.59410","30.38345","27.44777","26.55642","28.51491","27.22090","26.51229","26.90153","27.73689","28.48366","27.98214","28.19101","29.39756","25.74494","27.43436","29.33821","28.96681","28.17745","27.18262","24.15099","23.37854","25.45369","27.35037","26.92869","26.27371","27.59938","28.37550","27.08499"
"Trinidad.and.Tobago"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","39.48577","41.40743","43.62235","41.83137","40.52443","40.75663","41.04732","45.74916","58.00320","57.97249","58.33511","57.48327","55.46458","57.63548","59.83696","55.54735","46.79531","46.33124","48.35903","46.16236","41.59849","43.87911","43.86347","47.09683","47.48456","44.76741","42.69771","41.39849","46.60460","44.95616","45.14349","42.74464","38.50729","40.62594","47.53605","45.20699","42.90958","51.49644","54.36828","59.64702","60.81944","59.65214","63.97826","53.13585","53.81396","57.05101","46.49415","44.72714","43.28238","35.68859","34.22104","35.91631","38.55155","35.71820","30.77492","39.95557","48.94131"," 0.00000"
"Tunisia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","19.21968","19.26807","20.19298","20.26031","21.47076","20.57967","20.50613","20.05621","21.32372","27.09652","25.92741","25.16296","25.74935","26.36982","28.89459","31.11142","32.01586","31.05070","32.50119","33.50228","32.74012","30.48293","29.47245","30.60065","31.13901","29.78818","28.97712","28.45803","28.08907","29.21815","29.39514","28.48848","26.50087","25.77545","26.04590","26.80662","26.43670","26.57623","25.56144","25.57977","26.43357","27.18473","28.90834","31.44942","28.04122","29.52355","30.54813","30.12154","29.13795","27.12888","24.89673","24.00745","23.62410","23.68623","23.23531","21.51201","23.40779","24.86488","23.51207"
"Turkey","17.32746","17.24618","17.06102","16.95279","17.89264","19.31291","19.62175","20.45455","21.46032","22.08904","21.93384","22.72165","23.72881","23.70879","22.54942","22.55662","23.90671","23.38351","22.91548","25.64343","23.49444","26.69409","27.78254","26.62918","25.62338","26.36606","30.98790","31.39374","32.82056","32.97471","31.06107","31.54085","31.17906","29.82298","32.08109","32.02013","30.61805","30.77986","31.03541","28.28611","26.79741","25.50362","24.59172","24.79369","25.10696","25.23728","26.03385","26.37395","26.14778","24.02385","24.49015","26.83752","26.64935","27.67999","28.11666","27.83435","28.08296","29.13172","29.43860","27.33170","28.02577","31.13280","31.29377","28.37765"
"Tuvalu"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","13.447853","13.614337","18.926455","14.606595","13.259222","12.925889","10.397245","12.265201","12.667866","13.244955"," 6.244231"," 7.415185"," 7.350323"," 9.541333"," 8.996129"," 7.417667"," 5.403125"," 7.441176","12.260526","11.038889"," 5.525714"," 8.892105"," 7.635000"," 7.490750"," 7.393488"," 7.015510"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"
"Tanzania"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","11.120444","10.596634","10.391575"," 9.991389"," 9.636863"," 9.244583"," 8.972120"," 8.953038","20.235973","19.793733","19.211527","19.380515","21.494529","23.245152","23.105500","22.939516","22.845222","23.197190","23.737539","21.676909","23.556174","26.382084","25.399499","25.446745","25.141503","24.487350","24.858399","25.042151","27.007766","28.671833","27.084450","27.296142","27.684811","28.033943"
"Uganda","12.816008","12.828633","12.116734","13.391822","12.079507","12.662235","11.679274","11.521204","12.375169","12.806997","13.004335","11.943100","10.694836"," 9.287595","10.657519"," 7.981729"," 7.399992"," 6.977163"," 5.114433"," 4.135062"," 4.469673"," 6.729978","10.700344"," 8.704062"," 9.855994"," 9.062056"," 9.597604"," 9.720628"," 9.747887","10.249004","10.414633","11.554924","12.457439","12.267919","12.823372","13.106079","14.709309","15.936670","16.438030","17.846824","21.438182","21.168654","22.920102","22.676708","20.864009","23.510106","22.766161","25.077331","25.768110","27.286185","27.591834","27.558296","27.178607","25.464665","25.222682","27.109885","26.166460","26.030995","26.236012","26.620437","26.490525","27.149442","26.766149","25.753211"
"Ukraine"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","45.12106","45.63994","46.95873","42.64072","54.62542","52.14922","37.46063","42.62919","38.16382","33.78108","30.48037","30.62880","32.01806","31.65028","29.90790","30.21551","30.42671","29.37177","30.18619","30.54345","30.65852","28.08343","24.75983","25.64928","24.83912","24.26605","22.43026","22.81899","21.72796","23.17836","23.28880","23.29333","22.58042","20.79994","23.15371","18.01083","18.83565"
"Upper.middle.income","49.51626","36.74096","35.23146","37.57377","39.91642","41.51308","42.16668","38.85157","37.13479","39.55247","41.33487","42.44182","42.22100","42.47809","43.28189","42.96408","42.16273","42.13617","39.62590","40.69613","38.32871","36.65335","37.20379","36.92545","36.55014","35.52196","34.75514","35.20737","36.36163","36.63398","36.95256","34.18061","34.32901","35.60366","36.08511","34.25315","34.54617","34.75846","33.80101","34.96651","35.71630","35.67985","36.55302","36.65099","37.21607","37.71628","38.39219","38.17626","38.94417","37.65308","37.96806","38.53558","38.32118","37.51104","36.90357","35.53959","34.78085","35.09013","35.71990","34.89003","34.52681","36.44463","36.74341","35.19842"
"Uruguay"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","33.14063","34.41216","35.94758","36.22611","35.83283","34.20051","33.67017","34.64244","35.54866","32.78218","29.66444","27.99660","28.91899","28.54550","23.52370","23.40608","23.32214","22.04520","21.93513","21.86233","23.09379","22.43481","23.77534","22.89652","23.64405","22.76735","24.07941","24.52886","22.70512","22.86223","23.66924","24.70064","25.44176","18.86731","18.03189","18.33339","17.56017","17.01178","17.54610","17.31820","16.39900"
"United.States"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","23.13211","22.67056","22.55860","22.45158","21.46901","20.65247","20.73946","20.95003","21.20627","21.58697","21.42388","20.79350","19.26847","19.31025","19.40750","19.16261","19.19889","19.26843","18.49671","17.93687","18.30874","18.51955","18.14548","17.26768","17.60817"," 0.00000"," 0.00000"
"Uzbekistan"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","35.34050","34.29457","32.56238","33.31411","36.68214","36.12646","31.23269","24.25305","24.14345","26.08321","22.87338","22.40000","21.04610","20.22976","19.95208","19.38874","20.44596","22.30568","26.01203","26.83847","26.86272","29.06507","30.35264","21.22951","19.77798","20.42794","21.29452","22.07089","22.52046","22.92127","24.72538","28.64290","31.99912","32.02524","32.39682","31.48135","30.61307"
"St..Vincent.and.the.Grenadines"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","14.22074","15.22273","16.77568","16.89194","16.68444","16.53349","16.51800","15.91465","15.93450","16.78127","17.19504","17.29322","17.78814","16.39318","17.07205","17.93743","18.37825","18.92861","17.96137","17.61748","19.02916","19.24918","17.84841","16.65181","16.20478","15.33256","15.71031","16.18195","15.80346","15.91850","17.57892","15.70981","15.86607","15.90305","15.13512","14.57608","14.70693","14.11241","14.94891","14.38220","14.67061","14.55758","13.69949","12.59695","13.36512","13.96190","14.16837"
"Venezuela"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","44.63692","41.94564","41.62614","43.08290","43.17030","47.60815","58.25757","51.18241","51.24504","50.63832","49.58322","51.88955","51.15940","49.18726","45.63828","42.32406","46.77255","45.19436","47.37986","45.18525","48.67002","53.44487","57.74742","53.49225","51.49000","48.66111","40.86739","37.65116","44.75871","46.35359","40.57408","41.94066","46.40485","42.91029","46.65497","48.84171","51.11348","53.08840","51.92766","49.28286","50.61246","40.81209","48.40860","48.63213","45.16020","44.72616","37.24469"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"Vietnam"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","28.88147","28.36237","23.96239","22.93810","22.67429","23.79444","27.26360","28.90031","28.86845","28.75592","29.72989","32.07513","32.49127","34.49475","36.73078","38.12942","38.48668","39.47001","40.20875","38.13114","38.58473","38.51162","37.07770","37.38819","33.02288","34.58041","35.86023","35.57515","35.29857","34.26655","34.11523","35.39036","36.54243","36.80314","36.74371","37.39152","38.17538","37.12010"
"Vanuatu"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 6.048781"," 6.167232"," 5.612930"," 5.761619"," 8.298328"," 7.400432"," 8.862027"," 9.582872","12.519582","12.366957","12.113921","13.212606","11.932399","10.228183"," 9.423203","11.913689","11.479984"," 9.934932"," 8.507878"," 8.174126"," 8.322493","11.222991"," 9.047492"," 8.951386"," 8.189980"," 7.597481"," 7.847409"," 8.094876"," 7.949261"," 9.109133","11.195599","12.873100"," 9.994921"," 7.874073"," 8.211516"," 7.513672"," 9.923798"," 9.977924","10.169777","10.029572"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"
"World"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","31.92281","31.32349","29.75471","29.83825","29.80952","29.19451","28.28145","27.41827","27.36382","27.72581","26.79111","26.29342","26.28899","26.67961","27.16710","27.67159","27.73853","28.06870","26.54888","27.50182","28.05063","28.04633","27.69180","27.43859","26.73114","26.16640","26.65840","27.13324","26.59580","25.99683","27.07565","27.22168","26.11987"
"Samoa"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","27.45807","28.14400","26.89496","24.89754","23.17159","27.20794","27.72650","29.45243","30.01209","31.00839","32.36166","31.56548","31.33195","31.21484","30.60460","22.47146","14.77778","15.76615","16.30707","15.14673","15.20952","14.50128","14.40868","13.18496","11.72041","11.95964","11.12238","11.12976","11.42476","10.90784"
"Kosovo"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","27.04340","27.99054","27.04120","27.51482","27.50848","27.18722","26.51707","26.94323","26.85843","27.52757","27.90836","27.08838","27.55846","27.44916","27.24418","26.34571"
"Yemen..Rep."," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","38.58391","34.68708","31.38865","28.87880","27.77963","33.61195","43.69129","45.10814","34.68701","43.10226","48.78358","44.90835","45.15362","45.91411","47.80155","51.52338","51.95881","52.30364","52.57153","52.78567","52.96075","53.10657","39.74846","38.99441","39.88826","33.86616","25.90227","25.92404","25.44300"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"South.Africa","32.46920","32.71624","32.85307","33.27744","34.19204","35.16872","34.76505","33.38643","33.40419","33.77681","33.75561","32.45939","33.38109","35.27704","36.04879","37.04066","37.24674","35.97270","37.10447","39.75320","42.40275","40.83730","39.09687","39.33440","37.95634","37.85492","38.15640","36.66446","36.34448","35.77092","35.60760","34.42171","33.06086","31.93076","31.23032","30.98187","29.88999","29.25063","28.57637","27.66560","28.22976","28.53161","28.50592","26.89287","26.30364","26.01508","24.85912","25.29462","26.94156","25.74308","25.30346","24.83949","24.46860","24.55174","24.30528","23.73231","23.78254","23.61056","23.53706","23.62202","23.33944","24.86917","24.93487","24.61964"
"Zambia","62.15187","59.41732","58.03792","57.74200","58.13479","53.81266","58.84746","52.14077","54.59479","62.40552","54.72333","46.19358","47.57383","53.61753","54.78618","41.66879","40.56795","37.65606","39.36997","41.98993","39.10106","36.85086","35.29608","40.05788","39.23139","42.03397","44.35325","41.12549","44.04308","47.28350","45.29407","46.28369","43.73480","37.44289","37.32495","34.31351","33.20200","32.38064","27.27739","22.81984","23.24389","23.36061","23.87555","24.13497","25.69613","26.84962","30.39612","31.90968","30.99062","30.22447","32.23891","34.44428","32.01065","32.55645","32.94415","33.65725","34.87717","37.30404","34.48532","34.94198","40.19769","41.83194","35.28382","35.10778"
"Zimbabwe"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","27.78787","27.01409","28.03652","28.22992","28.36083","29.98760","29.41201","30.13397","32.30264","32.26248","31.85949","31.62712","30.04354","29.88587","31.67948","27.85107","25.21846","22.69867","25.64145","29.48935","25.64079","28.46941","29.55986","30.06165","31.49238","29.80367","33.20055","37.21214","30.46303","29.15294","25.70024","23.00239","22.53365","20.80615","19.11642"," 0.00000"," 0.00000"," 0.00000"," 0.00000","24.38275","26.47798","30.65078","32.46206","30.48296","21.45429","20.69372","21.72029","25.33061","23.79962","23.71855","22.35839","22.11506","32.01563","31.03790","32.02595","32.76752","28.80559","39.69164","26.30106"
